mql_id,first_contact_date,landing_page_id,origin,seller_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,business_type,declared_product_catalog_size,declared_monthly_revenue,order_id,order_item_id,product_id,shipping_limit_date,price,freight_value,Closed
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,227881fdf69e55ab7906b7a818dd5e39,1.0,8ae7db511529da9af9685c9d0375bd82,2018-07-06 19:11:56,154.9,20.27,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,24bf227d444a1df7957f78e6f03bc5b6,1.0,b7f7b781db33f7f78996fea3804d6766,2018-08-02 14:44:05,97.89,16.88,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,2bb4f4b23284b2f435007ab797c29edc,1.0,ec5a5cf28e0fbef0c5391157203ab8ce,2018-08-15 13:55:22,43.75,15.41,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,2eb8d7103527b48ed39070bd8cb2368e,1.0,268feec11ba1349f37164ab1b833aae8,2018-07-10 13:30:13,30.5,15.31,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,31b0ad9590cbb7cce97820802ad69c6b,1.0,444ab88b25c5d6d2310be80ab1d60fad,2018-08-27 17:45:26,269.9,16.99,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,31c9a3f10eb368b62e102608adbec724,1.0,64b4f32393cbf55be791078e7a2adca0,2018-07-31 11:41:16,139.9,19.08,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,351126ee473c51592cb591efea295181,1.0,d950221a89e7555306dc5daef996e134,2018-07-13 08:35:16,91.99,18.99,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,35cd360339571c02b1d4974ac1807d9c,1.0,3b2d562ba6c9d15492a868f38b896e84,2018-08-27 12:44:29,69.9,16.68,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,367d9f6d184cf1d060d92bdc71810d2e,1.0,0e632ab9f5b05a2703871a8f27e4e1a7,2018-08-03 11:30:18,496.9,36.86,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,38855925f815a5c3f4ce58f6c6f9113d,1.0,37c8b2425c9c0455491b06ad8671c224,2018-07-09 13:50:38,94.9,18.76,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,396e93059094c4e5ebf8af645cb91e03,1.0,63bfa27a0cee21fd896dc27f58b6d656,2018-07-19 11:32:17,187.9,19.42,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,3b580f556a4a7d02c2ce65505bb164fb,1.0,9598cf61b14e74eb35b845609cca6712,2018-08-03 16:55:29,1079.9,40.94,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,3d989e705eac70bfb1f4a430924f3402,1.0,22a8168cf1f1c6347da8d29863b7f75e,2018-07-09 05:15:24,298.5,20.19,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,3e5d9d4bd8c8fb94162c7aa9013240c9,1.0,58ebe34ff100ca78de11d954b6bede1d,2018-08-24 17:25:15,269.9,11.02,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,40bf12930df251761b91291590dbe45b,1.0,26baeb9025380946e10f3f86d808e24d,2018-07-23 18:10:20,84.9,15.69,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,40bf40ed29a5bbdb73aaeb5eb134168f,1.0,64b4f32393cbf55be791078e7a2adca0,2018-07-27 11:25:10,139.9,22.91,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,4199a7bc1c9f1b2df2a5fd055fce1e5d,1.0,0ddb2f7b7b817ea4239bfab24f67f742,2018-08-13 16:45:42,229.0,21.87,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,4293c08add04a8db68205c16fcb0554f,1.0,58ebe34ff100ca78de11d954b6bede1d,2018-08-09 09:55:14,269.9,83.27,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,45e64bfe511bd5e24d56e200e29631b7,1.0,22a8168cf1f1c6347da8d29863b7f75e,2018-07-26 06:41:02,293.9,15.4,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,469dba1d869ad7ac257e09c9f8947b4e,1.0,0d2f3592e105a90c5a25c71efe56ff39,2018-07-17 17:45:16,49.9,14.65,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,469dba1d869ad7ac257e09c9f8947b4e,2.0,0d2f3592e105a90c5a25c71efe56ff39,2018-07-17 17:45:16,49.9,14.65,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,487af6c1b2cb9c5259105b2388278bca,1.0,64b4f32393cbf55be791078e7a2adca0,2018-08-02 21:45:13,139.9,17.91,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,4b6f2d3bd32baaae21249c217adcb5f3,1.0,64b4f32393cbf55be791078e7a2adca0,2018-07-27 12:05:14,139.9,16.08,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,5552927954803697ef5ebf1431693061,1.0,64b4f32393cbf55be791078e7a2adca0,2018-07-27 10:05:09,139.9,16.08,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,55a1bd51649b05cde9220959adebef9b,1.0,d4999f0bb50fc62456d99006bfd328fb,2018-08-03 10:10:20,109.9,22.7,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,55c53a2d3c60e83064ad06dce6069af5,1.0,64b4f32393cbf55be791078e7a2adca0,2018-07-26 17:31:17,119.9,23.56,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,55c5a129994903e122566941b7c4189d,1.0,268feec11ba1349f37164ab1b833aae8,2018-07-24 11:44:21,34.5,17.17,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,57f2a60c1d6d8f4fb076ac300e53bc1b,1.0,d950221a89e7555306dc5daef996e134,2018-08-16 23:35:15,92.5,15.75,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,6101a3cad652012312ccd9284733ac2b,1.0,26baeb9025380946e10f3f86d808e24d,2018-08-02 14:05:11,88.9,34.0,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,612200d1732f963c7706d8da2517c04d,1.0,fb19ac22e32dfecea21afbdde4b97b5f,2018-08-10 19:50:14,229.9,19.71,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,62da6eaeb0bb1013bcd1e66d7a93546e,1.0,fcb224113ca69bc837459203e6eeea29,2018-07-13 11:10:27,49.9,36.12,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,62da6eaeb0bb1013bcd1e66d7a93546e,2.0,fcb224113ca69bc837459203e6eeea29,2018-07-13 11:10:27,49.9,36.12,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,62da6eaeb0bb1013bcd1e66d7a93546e,3.0,fcb224113ca69bc837459203e6eeea29,2018-07-13 11:10:27,49.9,36.12,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,63cd4c6c97737eb374e4b09ed5c1379a,1.0,bcdef08f4db7ae67bff7538debd6daf6,2018-08-07 22:04:18,799.9,72.74,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,658028ee7633b50e656cea96a31274b1,1.0,64b4f32393cbf55be791078e7a2adca0,2018-07-26 09:35:12,119.9,15.94,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,66eebf0e266f975af04450e28dcadbf1,1.0,d670c0f6be30a062ebd8f8612ea82d71,2018-08-28 04:45:11,178.9,9.76,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,672dbfbd96238e4d07021fcdd9152b6c,1.0,285443086e6af2a43edcd6f0274585af,2018-08-19 22:44:19,887.0,24.01,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,69adad596ce64d77dd2a23f85ce3aa98,1.0,26baeb9025380946e10f3f86d808e24d,2018-08-01 20:05:16,88.9,17.55,1
327174d3648a2d047e8940d7d15204ca,2018-04-03,1ceb590cd1e00c7ee95220971f82693d,organic_search,612170e34b97004b3ba37eae81836b4c,b90f87164b5f8c2cfa5c8572834dbe3f,6565aa9ce3178a5caf6171827af3a9ba,2018-06-05 17:27:23,home_appliances,online_big,cat,,,,reseller,,0.0,69cb53f8c670d38d607fe3083b4fbbcd,1.0,f4d2144023a238288d36db2840a37ea0,2018-08-21 02:35:20,170.0,10.32,1
